idiom,definition,group num,count M,count F,total,total,min,max,avg,idiom,tokens
olive branch,to show that someone wants to end a disagreement and make peace,589,518,579,1097,0.11203828,0.17540002,0.14371915,0.1969602257013321,2
roll with the punches,adapt oneself to adverse circumstances,692,498,530,1028,0.111840494,0.19005467,0.15094759,0.19635514914989471,2
came to a head,a situation reaches a point where action has to be taken,196,437,712,1149,0.11119662,0.21295494,0.16207579,0.2297399938106537,2
come to a head,a situation reaches a point where action has to be taken,196,248,523,771,0.11119662,0.21295494,0.16207579,0.2297399938106537,2
comes to a head,a situation reaches a point where action has to be taken,196,118,140,258,0.11119662,0.21295494,0.16207579,0.2297399938106537,2
coming to a head,a situation reaches a point where action has to be taken,196,135,199,334,0.11119662,0.21295494,0.16207579,0.2297399938106537,2
fever pitch,a very intense and exciting situation,277,192,122,314,0.110363826,0.21469575,0.1625298,0.20563176274299622,2
short fuse,to become angry easily or quickly,725,305,385,690,0.109455906,0.16036469,0.1349103,0.18805687129497528,2
grease monkey,someone whose job is repairing car or aircraft engines,364,79,44,123,0.10775417,0.22859155,0.16817287,0.2142162322998047,2
save face,to avoid humiliation or embarrassment and preserve dignity and the respect of others,708,2103,1911,4014,0.10760549,0.2535705,0.18058799,0.2569505274295807,2
saving face,to avoid humiliation or embarrassment and preserve dignity and the respect of others,708,340,365,705,0.10760549,0.2535705,0.18058799,0.2569505274295807,2
saves face,to avoid humiliation or embarrassment and preserve dignity and the respect of others,708,38,34,72,0.10760549,0.2535705,0.18058799,0.2569505274295807,2
battle of wills,a situation that involves people who try to defeat each other by refusing to change their own aims or demands and hoping that their opponents will weaken first,80,84,153,237,0.10681033,0.40735632,0.25708333,0.3639562726020813,2
ball and chain,a burden or problem that ties you down and prevents you from doing what you want,68,288,446,734,0.1066554,0.12683555,0.11674547,0.15156754851341248,2
all systems go,everything is ready for an event or an activity to begin,35,36,55,91,0.106206715,0.116431415,0.111319065,0.028031736612319946,2
nerves of steel,to not be afraid in difficult or dangerous situations,565,118,87,205,0.10603418,0.165717,0.1358756,0.18205496668815613,2
over the moon,to be very happy about something,622,781,2258,3039,0.10587175,0.10587175,0.10587175,0.10587175190448761,1
missed the boat,to fail to take advantage of an opportunity because you don't act quickly enough,551,534,446,980,0.10495686,0.44198084,0.27346885,0.4000323414802551,2
miss the boat,to fail to take advantage of an opportunity because you don't act quickly enough,551,66,69,135,0.10495686,0.44198084,0.27346885,0.4000323414802551,2
missing the boat,to fail to take advantage of an opportunity because you don't act quickly enough,551,66,39,105,0.10495686,0.44198084,0.27346885,0.4000323414802551,2
toe the line,"accept the authority, principles, or policies of a particular group, especially under pressure",832,485,431,916,0.10407895,0.22844969,0.16626433,0.2117987722158432,2
give it a rest,to ask someone to stop doing something such as complaining or talking continuously,330,705,504,1209,0.10404414,0.13912225,0.12158319,0.17669996619224548,2
bells and whistles,special features that are added to a product or system to attract more buyers,102,1324,849,2173,0.103621565,0.23778135,0.17070146,0.21246333420276642,2
not getting anywhere,to make no progress at all; not improving or advancing a particular situation,577,336,351,687,0.10179345,0.23860383,0.17019865,0.26946374773979187,2
getting flak,"to receive a lot of criticism, judgment, or teasing",313,104,73,177,-1,-1,-1,-1,0
got flak,"to receive a lot of criticism, judgment, or teasing",313,63,53,116,-1,-1,-1,-1,0
get flak,"to receive a lot of criticism, judgment, or teasing",313,273,225,498,0.10158306,0.38278994,0.2421865,0.298105925321579,2
gets flak,"to receive a lot of criticism, judgment, or teasing",313,64,20,84,0.10158306,0.38278994,0.2421865,0.298105925321579,2
just for the heck of it,people that do something without a good reason,472,184,199,383,0.10152015,0.14242858,0.121974364,0.16630946099758148,2
top dog,when someone is more successful or more powerful than others,834,889,330,1219,0.100089446,0.11940019,0.10974482,0.15890859067440033,2
make inroads,to advance successfully or make progress,536,105,51,156,0.09993714,0.4271517,0.26354444,0.19638676941394806,2
making inroads,to advance successfully or make progress,536,85,26,111,0.09993714,0.4271517,0.26354444,0.19638676941394806,2
tar baby,a sticky situation or problem for which it is virtually impossible to find a solution,792,39,34,73,0.099386364,0.12466881,0.112027586,0.15307500958442688,2
bear the brunt,to suffer the most when something bad or unpleasant happens,93,188,345,533,0.09889688,0.545404,0.32215044,0.44253504276275635,2
sands of time,tiny amounts of time,707,307,113,420,0.098609574,0.27467614,0.18664286,0.20623375475406647,2
guilty pleasure,"enjoying something which is not generally held in high regard, while at the same time feeling a bit guilty about it",368,2018,3621,5639,0.09847693,0.201803,0.15013996,0.19085641205310822,2
pick holes,to criticize something or try to find fault with it,633,41,39,80,0.098034516,0.105787076,0.1019108,0.14404864609241486,2
join the club,"said in answer to something that someone has said, meaning that you are in the same bad situation as they are",453,817,627,1444,0.09712312,0.30975348,0.2034383,0.26009467244148254,2
joined the club,"said in answer to something that someone has said, meaning that you are in the same bad situation as they are",453,84,57,141,0.09712312,0.30975348,0.2034383,0.26009467244148254,2
joining the club,"said in answer to something that someone has said, meaning that you are in the same bad situation as they are",453,64,72,136,0.09712312,0.30975348,0.2034383,0.26009467244148254,2
alarm bells ringing,"to make someone begin to worry, because it shows that there may be a problem",32,38,56,94,0.09700909,0.30834717,0.22225952,0.29846999049186707,3
bane of my life,"the source or cause of one's misfortune, unhappiness, frustration, or anxiety",71,58,134,192,0.096808486,0.25450453,0.17565651,0.03795282915234566,2
harp on,to tire others by talking continuously and tediously about it,380,1015,1141,2156,0.096480295,0.096480295,0.096480295,0.09648029506206512,1
throw caution to the wind,to start taking risks and stop worrying about the danger involved,817,168,190,358,0.09642561,0.12776077,0.11340011,0.16547434031963348,3
threw caution to the wind,to start taking risks and stop worrying about the danger involved,817,40,56,96,0.09642561,0.12776077,0.11340011,0.16547434031963348,3
throwing caution to the wind,to start taking risks and stop worrying about the danger involved,817,46,44,90,0.09642561,0.12776077,0.11340011,0.16547434031963348,3
red carpet,to give people a special welcome to show that you think they are important,679,627,1356,1983,0.09480841,0.1931406,0.1439745,0.18905390799045563,2
in full swing,at a stage when the level of activity is at its highest,424,938,658,1596,0.09431544,0.16026136,0.1272884,0.18682549893856049,2
by the numbers,"done according to a plan that has been decided previously, without using your own imagination and ideas",153,886,282,1168,0.09409098,0.09409098,0.09409098,0.09409098327159882,1
a wakeup call,something that makes you realize that you need to take action to change a situation,22,276,335,611,0.09391606,0.162406,0.12816103,0.1518363058567047,2
cry wolf,to call for help when you are not really in danger,211,237,176,413,0.09375506,0.23427495,0.16401501,0.2232128083705902,2
pen is mightier than the sword,words and communication are morepowerful than wars and fighting,631,79,47,126,0.093604535,0.28598964,0.17959912,0.1819760650396347,5
open old wounds,"to revive memories of an unpleasant event, situation or dispute that took place in the past",610,35,58,93,0.09278941,0.17260158,0.12703027,0.21700026094913483,3
pleased as punch,to be delighted or feels very satisfied about something,642,71,206,277,0.092550874,0.4803749,0.2864629,0.41586530208587646,2
rags to riches,when someone starts off being very poor and become very rich and successful,667,269,167,436,0.09175305,0.2864368,0.18909493,0.226510152220726,2
lick your wounds,"to try to recover your confidence or spirit after a defeat, failure or disappointment",503,72,92,164,0.09158109,0.18166533,0.14222823,0.2122011035680771,3
lick their wounds,"to try to recover your confidence or spirit after a defeat, failure or disappointment",503,37,28,65,0.09158109,0.18166533,0.14222823,0.2122011035680771,3
cry your eyes out,to cry a lot and for a long time,210,34,78,112,-1,-1,-1,-1,0
cry my eyes out,to cry a lot and for a long time,210,74,294,368,0.09156729,0.48063624,0.22428583,0.3168624937534332,3
make a killing,to have had great financial success,529,784,360,1144,0.09150755,0.09761804,0.0945628,0.12478137016296387,2
made a killing,to have had great financial success,529,222,114,336,0.09150755,0.09761804,0.0945628,0.12478137016296387,2
making a killing,to have had great financial success,529,259,95,354,0.09150755,0.09761804,0.0945628,0.12478137016296387,2
makes a killing,to have had great financial success,529,52,31,83,0.09150755,0.09761804,0.0945628,0.12478137016296387,2
live to fight another day,"even though you have not been successful, you will have another chance in the future to try again",513,116,26,142,0.09127574,0.16596133,0.11573139,0.2172328233718872,4
on the hook,someone who is responsible for something,600,3363,2925,6288,0.09115675,0.09115675,0.09115675,0.09115675836801529,1
you are what you eat,showing the importance of a good diet as a key to good health,918,416,249,665,0.0890718,0.26226157,0.18782906,0.20739389955997467,3
whale of a time,"if you have a whale of a time, you really enjoy yourself",882,57,50,107,0.08890203,0.17938289,0.13414246,0.1559285968542099,2
out of whack,something which does not work properly or is not in good order,620,1575,2453,4028,0.08715765,0.21071923,0.14893845,0.15482065081596375,2
kangaroo court,when people take the law into their own hands and form courts that are not legal,478,306,67,373,0.08667144,0.47280446,0.27973795,0.44932040572166443,2
not in their right mind,to not behave in a logical or sensible way,579,34,59,93,0.086200714,0.118032336,0.102116525,0.1379128247499466,2
not in her right mind,to not behave in a logical or sensible way,579,19,60,79,0.086200714,0.118032336,0.102116525,0.1379128247499466,2
not in his right mind,to not behave in a logical or sensible way,579,21,50,71,0.086200714,0.118032336,0.102116525,0.1379128247499466,2
you get what you pay for,something that is very low in price is not usually of very good quality,933,1679,1353,3032,0.086013876,0.12292729,0.107797354,0.08174799382686615,3
you get what you paid for,something that is very low in price is not usually of very good quality,933,55,35,90,0.086013876,0.12292729,0.107797354,0.08174799382686615,3
you got what you paid for,something that is very low in price is not usually of very good quality,933,53,18,71,0.086013876,0.12292729,0.107797354,0.08174799382686615,3
came to blows,to have a physical fight or a serious argument with someone,197,78,35,113,-1,-1,-1,-1,0
come to blows,to have a physical fight or a serious argument with someone,197,151,77,228,0.08582628,0.20864558,0.14723593,0.1942114233970642,2
coming to blows,to have a physical fight or a serious argument with someone,197,37,16,53,0.08582628,0.20864558,0.14723593,0.1942114233970642,2
like clockwork,very smoothly and easily,510,1371,1739,3110,0.085128814,0.1725389,0.12883386,0.15423175692558289,2
risk life and limb,to be in danger of death or serious injury,690,82,45,127,0.08390471,0.19300772,0.12740742,0.19312041997909546,3
clamp down,suppress or prevent something in an oppressive or harsh manner,183,554,391,945,0.08378162,0.37264672,0.22821417,0.22381415963172913,2
put on a brave face,"when confronted with difficulties, you try to look cheerful and pretend that the situation is not as bad as it is",654,71,183,254,0.08372936,0.15076666,0.12743539,0.19876757264137268,3
quick temper,to get angry very easily,663,41,106,147,0.08340372,0.4320825,0.25774312,0.35423216223716736,2
bitter pill to swallow,an unpleasant fact that must be accepted,112,99,104,203,0.08289114,0.17424288,0.13384151,0.18966224789619446,3
up in arms,"to be very angry, protesting vigorously about something",853,3236,2842,6078,0.08285268,0.08285268,0.08285268,0.08285268396139145,1
weak at the knees,"to barely be able to stand because of emotion, fear or illness",876,65,136,201,0.081178166,0.09965326,0.090415716,0.117662213742733,2
a moot point,"an issue that is subject to, or open for, discussion or debate, to which no satisfactory answer is found",15,2669,2086,4755,0.08105836,0.72962093,0.40533966,0.45294618606567383,2
chill out,do something that helps to calm down and relax for a while,180,6633,7374,14007,0.0808952,0.6302694,0.3555823,0.3629407286643982,2
pull the plug,prevent something from happening or continuing,648,1060,937,1997,0.080760464,0.20537752,0.143069,0.1802545189857483,2
pulled the plug,prevent something from happening or continuing,648,406,278,684,0.080760464,0.20537752,0.143069,0.1802545189857483,2
pulling the plug,prevent something from happening or continuing,648,313,230,543,0.080760464,0.20537752,0.143069,0.1802545189857483,2
pulls the plug,prevent something from happening or continuing,648,50,27,77,0.080760464,0.20537752,0.143069,0.1802545189857483,2
under lock and key,something that is stored very securely,847,204,218,422,0.08071389,0.21071655,0.13213193,0.20655982196331024,3
make or break,circumstances or events that will make or break someone or something will cause either total success or total ruin,538,2434,2375,4809,0.07985131,0.28896838,0.18440984,0.244066521525383,2
makes or breaks,circumstances or events that will make or break someone or something will cause either total success or total ruin,538,393,339,732,0.07985131,0.28896838,0.18440984,0.244066521525383,2
making or breaking,circumstances or events that will make or break someone or something will cause either total success or total ruin,538,33,30,63,0.07985131,0.28896838,0.18440984,0.244066521525383,2
made or broken,circumstances or events that will make or break someone or something will cause either total success or total ruin,538,34,24,58,0.07985131,0.28896838,0.18440984,0.244066521525383,2
stopped dead in my tracks,to stop suddenly because you are totally surprised or frightened,763,32,49,81,0.07931666,0.2359102,0.17374724,0.2987084984779358,3
stopped dead in his tracks,to stop suddenly because you are totally surprised or frightened,763,24,27,51,0.07931666,0.2359102,0.17374724,0.2987084984779358,3
stop dead in their tracks,to stop suddenly because you are totally surprised or frightened,763,27,24,51,0.07931666,0.2359102,0.17374724,0.2987084984779358,3
an educated guess,a guess that is made using judgment and a particular level of knowledge and is therefore more likely to be correct,38,995,751,1746,0.079164326,0.12601718,0.102590755,0.14191514253616333,2
stick to your guns,"refuse to compromise or change, despite criticism",759,803,1480,2283,0.07789939,0.24904053,0.15980275,0.23050858080387115,3
saved by the bell,when something happens at the last minute to rescue you from a difficult situation,711,377,331,708,0.077279314,0.13869347,0.10798639,0.14861629903316498,2
zero hour,the time when something important is about to begin,945,495,188,683,0.07723064,0.08877084,0.083000734,0.11717429757118225,2
whatever floats your boat,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy",883,1594,1599,3193,0.07722378,0.3003729,0.1573278,0.29635295271873474,4
whatever floats their boat,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy",883,67,137,204,0.07722378,0.3003729,0.1573278,0.29635295271873474,4
whatever floats his boat,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy",883,37,52,89,0.07722378,0.3003729,0.1573278,0.29635295271873474,4
whatever floats her boat,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy",883,22,47,69,0.07722378,0.3003729,0.1573278,0.29635295271873474,4
making headway,to make progress in what you are trying to achieve,535,136,112,248,0.07707098,0.25802004,0.16754551,0.20621415972709656,2
make headway,to make progress in what you are trying to achieve,535,158,100,258,0.07707098,0.25802004,0.16754551,0.20621415972709656,2
made headway,to make progress in what you are trying to achieve,535,28,30,58,0.07707098,0.25802004,0.16754551,0.20621415972709656,2
lick your lips,to show that you're excited about something and are eager for it to happen,502,77,107,184,0.076034054,0.5185879,0.34659275,0.47498470544815063,3
lick my lips,to show that you're excited about something and are eager for it to happen,502,61,137,198,0.076034054,0.5185879,0.34659275,0.47498470544815063,3
lick their lips,to show that you're excited about something and are eager for it to happen,502,23,36,59,0.076034054,0.5185879,0.34659275,0.47498470544815063,3
lick his lips,to show that you're excited about something and are eager for it to happen,502,16,37,53,0.076034054,0.5185879,0.34659275,0.47498470544815063,3
cheesed off,annoyed and disappointed with something or someone,179,43,45,88,0.07557024,0.38168907,0.22862965,0.15717773139476776,2
scratch the surface,to deal with only a small part of a problem,715,416,342,758,0.074883685,0.15918356,0.11703362,0.14891590178012848,2
against the clock,to be in a hurry to do something before a particular time,29,159,97,256,0.07356759,0.17493054,0.12424907,0.1915215104818344,2
take your medicine,to accept the consequences of something you have done wrong,787,95,103,198,0.0726847,0.24893078,0.1350027,0.19827985763549805,3
red herring,something that is a distraction from the real issues,680,2785,1525,4310,0.07215624,0.19277827,0.13246725,0.14083422720432281,2
dial it back,"to reduce the intensity of something, or tone it down",225,582,498,1080,0.07193836,0.24087587,0.15640712,0.19242863357067108,2
rub shoulders,"to meet and spend time with people, especially when they are powerful or famous",696,96,58,154,0.07164672,0.116908595,0.09427766,0.11109507083892822,2
rubbing shoulders,"to meet and spend time with people, especially when they are powerful or famous",696,65,34,99,0.07164672,0.116908595,0.09427766,0.11109507083892822,2
mind your own business,a rude way of saying that somone is interfering in something that does not concern them,549,783,1146,1929,0.071155794,0.19822237,0.12320608,0.2358991801738739,4
mind their own business,a rude way of saying that somone is interfering in something that does not concern them,549,500,959,1459,0.071155794,0.19822237,0.12320608,0.2358991801738739,4
mind my own business,a rude way of saying that somone is interfering in something that does not concern them,549,264,360,624,0.071155794,0.19822237,0.12320608,0.2358991801738739,4
mind her own business,a rude way of saying that somone is interfering in something that does not concern them,549,72,202,274,0.071155794,0.19822237,0.12320608,0.2358991801738739,4
mind his own business,a rude way of saying that somone is interfering in something that does not concern them,549,87,145,232,0.071155794,0.19822237,0.12320608,0.2358991801738739,4
fit of pique,"someone who reacts by showing their resentment or annoyance when their pride has been wounded, or they feel insulted",286,47,52,99,0.07018996,0.07963103,0.07491049,0.024899743497371674,2
elephant in the room,"a problem that no one wants to discuss, but is so abvious that it cannot be ignored",255,1154,1014,2168,0.07014061,0.2504123,0.16027644,0.1859164535999298,2
comes out of the woodwork,to appear after having been hidden or not active for a long time,195,70,66,136,-1,-1,-1,-1,0
come out of the woodwork,to appear after having been hidden or not active for a long time,195,736,664,1400,0.06956985,0.20090273,0.15653132,0.25554630160331726,3
coming out of the woodwork,to appear after having been hidden or not active for a long time,195,313,339,652,0.06956985,0.20090273,0.15653132,0.25554630160331726,3
came out of the woodwork,to appear after having been hidden or not active for a long time,195,166,197,363,0.06956985,0.20090273,0.15653132,0.25554630160331726,3
have clean hands,to be innocent; to be free of any wrongdoing,389,41,51,92,0.06879127,0.23011194,0.15141873,0.24063873291015625,3
on the safe side,"to do something as a precaution, to avoid any risks",602,998,1857,2855,0.06870408,0.31945115,0.19407761,0.2756880521774292,2
have kittens,"to be very worried, upset, or angry about something",391,40,202,242,0.068506636,0.5270072,0.29775694,0.3383132815361023,2
take a back seat,choose to decrease involvement,772,397,309,706,0.06849922,0.2393399,0.15401082,0.03519269451498985,3
takes a back seat,choose to decrease involvement,772,226,125,351,0.06849922,0.2393399,0.15401082,0.03519269451498985,3
took a back seat,choose to decrease involvement,772,90,67,157,0.06849922,0.2393399,0.15401082,0.03519269451498985,3
taking a back seat,choose to decrease involvement,772,77,70,147,0.06849922,0.2393399,0.15401082,0.03519269451498985,3
taken a back seat,choose to decrease involvement,772,71,57,128,0.06849922,0.2393399,0.15401082,0.03519269451498985,3
goes off the deep end,when someone becomes so angry or upset that they cannot control their emotions,345,55,66,121,-1,-1,-1,-1,0
went off the deep end,when someone becomes so angry or upset that they cannot control their emotions,345,303,327,630,0.067862086,0.2340531,0.12255789,0.1384856402873993,4
go off the deep end,when someone becomes so angry or upset that they cannot control their emotions,345,244,255,499,0.067862086,0.2340531,0.12255789,0.1384856402873993,4
gone off the deep end,when someone becomes so angry or upset that they cannot control their emotions,345,267,221,488,0.067862086,0.2340531,0.12255789,0.1384856402873993,4
going off the deep end,when someone becomes so angry or upset that they cannot control their emotions,345,128,178,306,0.067862086,0.2340531,0.12255789,0.1384856402873993,4
father figure,an older man who is respected for his paternal qualities and may be an emotional substitute for a father,273,1987,2216,4203,0.06762629,0.56472456,0.31617543,0.4178181290626526,2
ignorance is bliss,"if you don't know about a problem or unpleasant fact, you won't worry about it",418,1083,786,1869,0.06739245,0.31492376,0.21116185,0.29106226563453674,3
get off my back,to be annoyed and ask someone to stop finding faults or criticize you,316,136,136,272,0.06642818,0.1701632,0.108299814,0.16809114813804626,3
get off your back,to be annoyed and ask someone to stop finding faults or criticize you,316,21,45,66,0.06642818,0.1701632,0.108299814,0.16809114813804626,3
get off his back,to be annoyed and ask someone to stop finding faults or criticize you,316,25,31,56,0.06642818,0.1701632,0.108299814,0.16809114813804626,3
chip on her shoulder,"to feel resentful because you feel someone is being treated unfairly, especially because of their background, their sex or their colour",182,91,104,195,-1,-1,-1,-1,0
chip on your shoulder,"to feel resentful because you feel someone is being treated unfairly, especially because of their background, their sex or their colour",182,428,431,859,0.06631312,0.11811638,0.0973044,0.017054017633199692,3
chip on their shoulder,"to feel resentful because you feel someone is being treated unfairly, especially because of their background, their sex or their colour",182,389,268,657,0.06631312,0.11811638,0.0973044,0.017054017633199692,3
chip on his shoulder,"to feel resentful because you feel someone is being treated unfairly, especially because of their background, their sex or their colour",182,395,236,631,0.06631312,0.11811638,0.0973044,0.017054017633199692,3
chip on my shoulder,"to feel resentful because you feel someone is being treated unfairly, especially because of their background, their sex or their colour",182,144,196,340,0.06631312,0.11811638,0.0973044,0.017054017633199692,3
get to the bottom of,to discover the truth about a situation,323,1182,1802,2984,0.06557961,0.2802746,0.17292711,0.2593121826648712,2
getting to the bottom of,to discover the truth about a situation,323,134,194,328,0.06557961,0.2802746,0.17292711,0.2593121826648712,2
got to the bottom of,to discover the truth about a situation,323,122,139,261,0.06557961,0.2802746,0.17292711,0.2593121826648712,2
gets to the bottom of,to discover the truth about a situation,323,23,28,51,0.06557961,0.2802746,0.17292711,0.2593121826648712,2
hung on for dear life,to be in a dangerous situation and grip something firmly so as not to fall,373,198,88,286,-1,-1,-1,-1,0
hanging on for dear life,to be in a dangerous situation and grip something firmly so as not to fall,373,35,29,64,0.06550885,0.31842065,0.17110395,0.2853492498397827,3
on the edge of my seat,to be very interested in something and fits with both extremely exciting and nerve-wracking,599,675,672,1347,0.06463395,0.10745746,0.086045705,0.10321275889873505,2
on the edge of your seat,to be very interested in something and fits with both extremely exciting and nerve-wracking,599,125,94,219,0.06463395,0.10745746,0.086045705,0.10321275889873505,2
read between the lines,look for or discover a meaning that is hidden or implied rather than explicitly stated,676,1123,809,1932,0.0634147,0.34044978,0.16465259,0.20758020877838135,3
reading between the lines,look for or discover a meaning that is hidden or implied rather than explicitly stated,676,666,575,1241,0.0634147,0.34044978,0.16465259,0.20758020877838135,3
speaks volumes,"to express a reaction or opinion very clearly, with no need for words",747,1953,1885,3838,0.06341357,0.4855335,0.27447355,0.3372461199760437,2
speak volumes,"to express a reaction or opinion very clearly, with no need for words",747,266,315,581,0.06341357,0.4855335,0.27447355,0.3372461199760437,2
spoke volumes,"to express a reaction or opinion very clearly, with no need for words",747,85,94,179,0.06341357,0.4855335,0.27447355,0.3372461199760437,2
raring to go,to be very eager and enthusiastic about the idea of doing something,673,103,168,271,0.06318273,0.37957844,0.22138059,0.08719334751367569,2
in stitches,to laugh a lot,430,554,595,1149,0.06313951,0.06313951,0.06313951,0.06313951313495636,1
social butterfly,a person who has a lot of friends and acquaintances and likes to flit from one social event to another,743,529,1153,1682,0.06272378,0.177394,0.120058894,0.1915278136730194,2
touch base,briefly make or renew contact with someone,835,298,626,924,0.0625201,0.28244007,0.17248008,0.24681875109672546,2
quiet as a mouse,when people make absolutely no noise,665,46,61,107,0.061975457,0.42636013,0.24416779,0.34070876240730286,2
round the twist,to become or make someone else become angry or unable to behave in a reasonable way,695,29,62,91,0.060849495,0.13719611,0.099022806,0.12990742921829224,2
jump through hoops,to go through an elaborate or complicated procedure in order to achieve an objective,465,822,963,1785,0.060799435,0.29720438,0.15132163,0.24431420862674713,3
one of a kind,unique,607,1148,1026,2174,0.06044303,0.06044303,0.06044303,0.060443028807640076,1
loose cannon,an unpredictable or uncontrolled person who is likely to cause unintentional damage,521,556,296,852,0.060217775,0.2499384,0.15507808,0.21475312113761902,2
feel the pinch,to have problems with money because you are earning less than before,276,50,36,86,0.058367897,0.08859247,0.07348018,0.09112775325775146,2
hit the sack,to go to bed in order to sleep,409,131,57,188,0.058147065,0.21066503,0.13440605,0.18854516744613647,2
an early bird,a person who gets up or arrives early,37,82,236,318,0.057092912,0.15592793,0.106510416,0.1599355787038803,2
in safe hands,"when something is being looked after by a reliable person or organization, and is therefore at no risk",427,54,56,110,0.057056926,0.06395218,0.060504552,0.08537241071462631,2
a bit under the weather,feeling sick or unhealthy,4,42,80,122,0.055929333,0.10664125,0.0731216,0.059331148862838745,3
no hard feelings,to feel no resentment or bitterness about something,570,1465,1797,3262,0.0556033,0.30125627,0.15755844,0.26974910497665405,3
stumbling block,a problem or obstacle that prevents you from achieving something,767,540,411,951,0.05558822,0.059906095,0.057747155,0.07590539753437042,2
over my dead body,this expression is used by someone who absolutely refuses to allow someone to do something,621,188,165,353,0.055017255,0.07750222,0.06625974,0.09110083431005478,2
rain on your parade,when people ruin your pleasure or your plans,668,292,386,678,0.054796062,0.07622765,0.063486725,0.11632345616817474,3
follow your nose,to trust your own feelings rather than obeying rules or allowing yourself to be influenced by other people's opinions,293,47,28,75,0.05401381,0.16847593,0.11190829,0.10298216342926025,3
do a double take,to look again in surprise at something unexpected,230,687,866,1553,0.053900138,0.16890976,0.10788676,0.09156949818134308,3
you reap what you sow,"if you do bad things to people, bad things will happen to you, or good things if you do good things",934,324,232,556,0.053866647,0.15028763,0.11053518,0.1714686155319214,3
going through the roof,reach extreme or unexpected heights,353,113,73,186,-1,-1,-1,-1,0
went through the roof,reach extreme or unexpected heights,353,273,255,528,0.053520605,0.13929527,0.0920648,0.142604261636734,3
go through the roof,reach extreme or unexpected heights,353,341,190,531,0.053520605,0.13929527,0.0920648,0.142604261636734,3
goes through the roof,reach extreme or unexpected heights,353,177,129,306,0.053520605,0.13929527,0.0920648,0.142604261636734,3
gone through the roof,reach extreme or unexpected heights,353,104,102,206,0.053520605,0.13929527,0.0920648,0.142604261636734,3
fall flat,"fails to amuse people, or fails to have the effect that was intended",267,1128,841,1969,0.05349896,0.26533192,0.15941544,0.22501803934574127,2
on cloud nine,to be very happy because something wonderful has happened,591,139,218,357,0.05270296,0.12636362,0.08953329,0.12635676562786102,2
pick their brains,"when you ask them for advice, suggestions and information about something they know about",635,49,53,102,0.052357487,0.11370194,0.08302972,0.1249387338757515,2
pick your brains,"when you ask them for advice, suggestions and information about something they know about",635,23,44,67,0.052357487,0.11370194,0.08302972,0.1249387338757515,2
good riddance,relief at becoming free of an unpleasant or unwanted person or thing,358,3157,3137,6294,0.05206971,0.3260939,0.18908182,0.1408306360244751,2
got worked up,"to become upset, annoyed or excited, often unnecessarily",324,82,91,173,-1,-1,-1,-1,0
get worked up,"to become upset, annoyed or excited, often unnecessarily",324,1085,1257,2342,0.051433265,0.2121009,0.13176708,0.11957997828722,2
getting worked up,"to become upset, annoyed or excited, often unnecessarily",324,706,785,1491,0.051433265,0.2121009,0.13176708,0.11957997828722,2
gets worked up,"to become upset, annoyed or excited, often unnecessarily",324,73,128,201,0.051433265,0.2121009,0.13176708,0.11957997828722,2
justice is blind,justice is impartial and objective,477,43,18,61,0.0509148,0.24783124,0.11717376,0.1915745586156845,3
much ado about nothing,to make a lot of fuss about something which is not important,559,278,281,559,0.05069924,0.204308,0.10907352,0.14001202583312988,3
salad days,an especially happy period of your life,705,43,49,92,0.050654396,0.09383197,0.072243184,0.08881380409002304,2
broke the ice,"to get more comfort or relaxed with a person whom you have not met earlier, to break the silence",141,91,102,193,-1,-1,-1,-1,0
breaks the ice,"to get more comfort or relaxed with a person whom you have not met earlier, to break the silence",141,83,74,157,-1,-1,-1,-1,0
break the ice,"to get more comfort or relaxed with a person whom you have not met earlier, to break the silence",141,1046,985,2031,0.050531555,0.17931864,0.114925094,0.16270489990711212,2
breaking the ice,"to get more comfort or relaxed with a person whom you have not met earlier, to break the silence",141,184,151,335,0.050531555,0.17931864,0.114925094,0.16270489990711212,2
broken the ice,"to get more comfort or relaxed with a person whom you have not met earlier, to break the silence",141,41,21,62,0.050531555,0.17931864,0.114925094,0.16270489990711212,2
gets the better of me,to defeat someone,322,53,87,140,-1,-1,-1,-1,0
get the better of him,to defeat someone,322,109,56,165,-1,-1,-1,-1,0
getting the better of me,to defeat someone,322,56,94,150,-1,-1,-1,-1,0
got the better of him,to defeat someone,322,79,48,127,-1,-1,-1,-1,0
got the better of me,to defeat someone,322,279,289,568,0.05052012,0.08711112,0.067458875,0.12796205282211304,3
get the better of me,to defeat someone,322,196,263,459,0.05052012,0.08711112,0.067458875,0.12796205282211304,3
get the better of you,to defeat someone,322,159,179,338,0.05052012,0.08711112,0.067458875,0.12796205282211304,3
get the better of them,to defeat someone,322,55,40,95,0.05052012,0.08711112,0.067458875,0.12796205282211304,3
get the better of her,to defeat someone,322,32,36,68,0.05052012,0.08711112,0.067458875,0.12796205282211304,3
getting the better of you,to defeat someone,322,26,38,64,0.05052012,0.08711112,0.067458875,0.12796205282211304,3
got the better of her,to defeat someone,322,23,31,54,0.05052012,0.08711112,0.067458875,0.12796205282211304,3
smash hit,"a very successful performance in music, films, theatre, etc",737,273,119,392,0.05045786,0.18746601,0.11896194,0.13543188571929932,2
