777,-13.511,27.491,-16.34691666666667
820,-11.411,-27.01966666666667,-3.0896875000000037
27,-11.153,-169.804,10.1734
680,-11.055,-2.025,-87.468
438,-10.706,-45.27425,10.300428571428572
651,-10.200,-33.74,-92.9566
153,-10.036,-209.5966666666667,27.431176470588234
526,-9.435,-15.532666666666666,6.44022222222222
529,-9.311,-31.149999999999995,22.066578947368424
834,-9.143,38.1265,-12.391399999999999
501,-9.128,-81.74933333333334,-17.611692307692312
659,-8.862,-20.3425,-30.127857142857145
846,-8.723,-48.241,29.890249999999998
220,-8.032,-144.01850000000002,-19.507578947368422
461,-7.990,-37.575,39.580714285714286
288,-7.945,-144.87075000000002,-10.639333333333333
685,-7.719,-172.97833333333332,-15.592142857142857
413,-7.700,-0.702,-50.8626875
224,-7.641,1.2575,-48.43559090909091
306,-7.380,-15.301,-40.6154375
946,-7.035,-11.068000000000001,-28.399499999999996
126,-7.035,8.323500000000001,21.762
710,-7.034,-140.63533333333334,3.1075454545454524
478,-6.982,-18.0795,-15.0481875
563,-6.938,-19.932,41.30786666666666
23,-6.921,-26.167,34.98204761904763
284,-6.906,-20.27025,18.309166666666666
945,-6.639,-4.424500000000001,-24.04922222222222
56,-6.545,-6.592,-6.377222222222222
52,-6.514,-15.845500000000001,12.617300000000002
616,-6.475,-24.650666666666666,-31.653277777777774
541,-6.298,-148.73299999999998,-14.917117647058824
102,-5.818,76.75,-1.3182857142857145
279,-5.790,-38.008250000000004,-30.643615384615376
412,-5.711,159.76066666666665,39.1445
491,-5.494,67.54466666666666,32.683375
13,-5.478,-44.046749999999996,3.0804999999999976
707,-5.432,-26.584000000000003,-11.949
632,-5.421,-50.459,11.413714285714287
836,-5.316,-11.822333333333333,62.0142
249,-5.214,38.960499999999996,50.391400000000004
751,-5.169,4.5495,27.03838461538462
521,-5.107,-9.733,-1.0275833333333324
294,-5.062,1.542,-0.19560000000000055
386,-5.050,8.997833333333334,18.569599999999998
268,-4.913,-11.716333333333333,25.034764705882353
455,-4.869,51.40575,-32.78533333333334
444,-4.848,-32.6665,-12.78507692307692
511,-4.845,17.346,-121.82919999999999
15,-4.806,-48.10233333333334,-14.661789473684214
123,-4.798,97.65566666666668,71.90733333333333
629,-4.697,-168.838,29.11647058823529
733,-4.696,-166.72299999999998,-28.86613333333333
209,-4.575,55.5385,-35.51390909090908
849,-4.529,-5.7105,-14.69442857142857
890,-4.395,-117.921,-35.256307692307686
737,-4.365,-59.7295,-13.439
717,-4.348,32.74933333333333,49.0572
487,-4.341,-20.4915,-76.39784615384616
513,-4.323,30.203599999999994,-0.20855555555555497
155,-4.133,-1.9280000000000004,-59.83189999999998
424,-4.122,-39.901,-82.41566666666667
436,-4.073,-5.681249999999999,26.418833333333335
197,-3.994,33.853,21.802454545454545
676,-3.993,-122.78075,-10.276266666666668
697,-3.991,-41.374,-44.96476923076924
26,-3.977,-4.888,-11.477789473684211
536,-3.971,6.0475,32.92883333333333
