777,-13.511,27.491,-8.027000000000001
820,-11.411,-39.635000000000005,-7.8843749999999995
27,-11.153,-17.758499999999998,-1.79825
680,-11.055,-2.025,-3.3746666666666676
438,-10.706,-30.209000000000003,3.0770000000000004
651,-10.200,-33.74,-23.623625000000004
153,-10.036,-51.517,4.077000000000001
526,-9.435,7.4030000000000005,-10.702200000000001
529,-9.311,-16.022999999999996,11.2936
834,-9.143,38.1265,-37.8155
501,-9.128,-81.74933333333334,-4.305250000000001
659,-8.862,-20.3425,-16.213444444444445
846,-8.723,-76.147,-12.554
220,-8.032,-11.665,-1.0943333333333334
461,-7.990,-37.575,16.2422
288,-7.945,-13.369499999999999,-2.738285714285714
685,-7.719,-22.52,-2.2150000000000007
413,-7.700,-0.702,-23.186666666666667
224,-7.641,1.2575,-0.37299999999999905
306,-7.380,-15.301,-22.2405
946,-7.035,-11.068000000000001,-4.370888888888889
126,-7.035,8.323500000000001,0.42525000000000046
710,-7.034,25.994499999999995,-5.778222222222222
478,-6.982,-18.0795,-2.5596249999999987
563,-6.938,-19.932,0.718
23,-6.921,-8.5485,2.841875
284,-6.906,-27.9355,19.93
945,-6.639,-4.424500000000001,19.598666666666666
56,-6.545,-11.395,14.096
52,-6.514,-29.902,-5.038333333333333
616,-6.475,-19.99,-2.7154
541,-6.298,13.848,-21.444833333333335
102,-5.818,2.4595000000000002,-20.785571428571426
279,-5.790,-74.34866666666666,-24.242333333333335
412,-5.711,-4.525,-3.7950000000000004
491,-5.494,-11.3485,-4.626399999999999
13,-5.478,-0.6804999999999986,-17.920625
707,-5.432,16.835,21.875333333333334
632,-5.421,-44.9865,-5.5318571428571435
836,-5.316,21.1685,-1.335
249,-5.214,38.960499999999996,2.5033333333333334
751,-5.169,4.5495,-0.6879999999999996
521,-5.107,-9.733,-3.61233333333333
294,-5.062,1.542,8.369400000000002
386,-5.050,-5.1925,-16.5192
268,-4.913,6.2010000000000005,-6.9472000000000005
455,-4.869,-6.569333333333333,-14.228500000000002
444,-4.848,-32.6665,-12.175285714285716
511,-4.845,17.346,-28.498
